dispatching_base_number,date,active_vehicles,trips
B02617,2019-03-09,136,737
B02617,2019-03-10,142,724
B02617,2019-03-11,163,849
B02512,2019-03-12,192,1097
B02512,2019-03-13,232,1259
B02512,2019-03-14,230,983
B02512,2019-03-15,202,1527
B02512,2019-03-16,202,1590
B02512,2019-03-17,187,1722
B02512,2019-03-18,181,1775
B02598,2019-03-12,156,803
B02598,2019-03-13,154,942
B02598,2019-03-14,178,961
B02598,2019-03-15,183,1038
B02598,2019-03-16,189,1139
B02598,2019-03-17,207,1249
B02598,2019-03-18,206,1340
B02617,2019-03-12,108,492
B02617,2019-03-13,119,502
B02617,2019-03-14,112,642
B02617,2019-03-15,121,687
B02617,2019-03-16,149,730
B02617,2019-03-17,149,768
B02617,2019-03-18,151,760
B02512,2019-03-19,186,1110
B02512,2019-03-20,217,1260
B02512,2019-03-21,230,1001
B02512,2019-03-22,205,1514
B02512,2019-03-23,194,1570
B02512,2019-03-24,170,1725
B02512,2019-03-25,188,1815
B02598,2019-03-19,159,771
B02598,2019-03-20,150,913
B02598,2019-03-21,170,949
B02598,2019-03-22,172,1021
B02598,2019-03-23,189,1092
B02598,2019-03-24,208,1159
B02598,2019-03-25,219,1310
B02617,2019-03-19,90,488
B02617,2019-03-20,102,518
B02617,2019-03-21,116,621
B02617,2019-03-22,125,610
B02617,2019-03-23,149,651
B02617,2019-03-24,150,708
B02617,2019-03-25,151,835
B02512,2019-03-26,183,1125
B02512,2019-03-27,219,1184
B02512,2019-03-28,222,955
B02512,2019-03-29,212,1484
B02512,2019-03-30,195,1634
B02512,2019-03-31,185,1716
B02512,2019-04-01,181,1756
B02598,2019-03-26,150,806
B02598,2019-03-27,155,896
B02598,2019-03-28,178,974
B02598,2019-03-29,187,1006
B02598,2019-03-30,194,1071
B02598,2019-03-31,204,1219
B02598,2019-04-01,213,1347
B02617,2019-03-26,96,450
B02617,2019-03-27,116,574
B02617,2019-03-28,116,646
B02617,2019-03-29,139,674
B02617,2019-03-30,138,716
B02617,2019-03-31,153,710
B02617,2019-04-01,165,825
B02512,2019-04-02,181,1115
B02512,2019-04-03,220,1215
B02512,2019-04-04,227,997
B02512,2019-04-05,218,1505
B02512,2019-04-06,203,1632
B02512,2019-04-07,184,1667
B02512,2019-04-08,183,1777
B02598,2019-04-02,146,786
B02598,2019-04-03,167,891
B02598,2019-04-04,179,917
B02598,2019-04-05,171,989
B02598,2019-04-06,181,1130
B02598,2019-04-07,208,1245
B02598,2019-04-08,211,1325
B02617,2019-04-02,109,534
B02617,2019-04-03,115,507
B02617,2019-04-04,126,578
B02617,2019-04-05,137,670
B02617,2019-04-06,146,666
B02617,2019-04-07,149,762
B02617,2019-04-08,160,786
B02512,2019-04-09,199,1088
B02512,2019-04-10,228,1277
B02512,2019-04-11,235,1017
B02512,2019-04-12,208,1493
B02512,2019-04-13,196,1599
B02512,2019-04-14,185,1744
B02512,2019-04-15,199,1792
B02598,2019-04-09,150,772
B02598,2019-04-10,153,949
B02598,2019-04-11,176,998
B02598,2019-04-12,189,957
B02598,2019-04-13,182,1081
B02598,2019-04-14,190,1203
B02598,2019-04-15,209,1283
B02617,2019-04-09,98,487
B02617,2019-04-10,114,563
B02617,2019-04-11,126,595
B02617,2019-04-12,120,657
B02617,2019-04-13,134,713
B02617,2019-04-14,154,726
B02617,2019-04-15,150,821
B02512,2019-04-16,197,1114
B02512,2019-04-17,229,1245
B02512,2019-04-18,222,1008
B02512,2019-04-19,208,1454
B02512,2019-04-20,208,1583
B02512,2019-04-21,177,1687
B02512,2019-04-22,197,1800
B02598,2019-04-16,149,801
B02598,2019-04-17,154,855
B02598,2019-04-18,178,953
B02598,2019-04-19,172,1036
B02598,2019-04-20,198,1064
B02598,2019-04-21,205,1159
B02598,2019-04-22,219,1292
B02617,2019-04-16,95,450
B02617,2019-04-17,100,559
B02617,2019-04-18,125,571
B02617,2019-04-19,131,675
B02617,2019-04-20,149,746
B02617,2019-04-21,150,780
B02617,2019-04-22,152,815
B02512,2019-04-23,195,1104
B02512,2019-04-24,219,1229
B02512,2019-04-25,227,1029
B02512,2019-04-26,209,1485
B02512,2019-04-27,198,1588
B02512,2019-04-28,176,1738
B02512,2019-04-29,198,1841
B02598,2019-04-23,147,771
B02598,2019-04-24,160,929
B02598,2019-04-25,175,909
B02598,2019-04-26,182,1039
B02598,2019-04-27,186,1069
B02598,2019-04-28,202,1246
B02598,2019-04-29,202,1330
B02617,2019-04-23,99,518
B02617,2019-04-24,117,520
B02617,2019-04-25,117,597
B02617,2019-04-26,131,650
B02617,2019-04-27,140,736
B02617,2019-04-28,147,709
B02617,2019-04-29,159,801
B02512,2019-04-30,186,1178
B02512,2019-05-01,226,1209
B02512,2019-05-02,237,957
B02512,2019-05-03,213,1493
B02512,2019-05-04,209,1628
B02512,2019-05-05,188,1718
B02512,2019-05-06,188,1752
B02598,2019-04-30,158,816
B02598,2019-05-01,159,885
B02598,2019-05-02,176,980
B02598,2019-05-03,187,1026
B02598,2019-05-04,194,1149
B02598,2019-05-05,192,1195
B02598,2019-05-06,206,1345
B02617,2019-04-30,103,520
B02617,2019-05-01,116,593
B02617,2019-05-02,110,605
B02617,2019-05-03,131,618
B02617,2019-05-04,132,665
B02617,2019-05-05,154,771
B02617,2019-05-06,154,790
B02512,2019-05-07,184,1171
B02512,2019-05-08,234,1231
B02512,2019-05-09,223,1040
B02512,2019-05-10,211,1524
B02512,2019-05-11,198,1553
B02512,2019-05-12,171,1727
B02512,2019-05-13,185,1786
B02598,2019-05-07,154,818
B02598,2019-05-08,153,927
B02598,2019-05-09,170,924
B02598,2019-05-10,177,1025
B02598,2019-05-11,199,1144
B02598,2019-05-12,206,1166
B02598,2019-05-13,219,1287
B02617,2019-05-07,90,538
B02617,2019-05-08,111,585
B02617,2019-05-09,114,551
B02617,2019-05-10,125,632
B02617,2019-05-11,149,690
B02617,2019-05-12,151,703
B02617,2019-05-13,167,778
B02512,2019-05-14,195,1123
B02512,2019-05-15,234,1233
B02512,2019-05-16,235,999
B02512,2019-05-17,200,1545
B02512,2019-05-18,198,1638
B02512,2019-05-19,189,1681
B02512,2019-05-20,190,1766
B02598,2019-05-14,159,775
B02598,2019-05-15,163,947
B02598,2019-05-16,172,956
B02598,2019-05-17,185,1008
B02598,2019-05-18,195,1076
B02598,2019-05-19,206,1191
B02598,2019-05-20,214,1317
B02617,2019-05-14,102,465
B02617,2019-05-15,115,576
B02617,2019-05-16,128,550
B02617,2019-05-17,123,698
B02617,2019-05-18,143,729
B02617,2019-05-19,148,725
B02617,2019-05-20,160,767
B02512,2019-05-21,197,1116
B02512,2019-05-22,220,1233
B02512,2019-05-23,230,1036
B02512,2019-05-24,203,1493
B02512,2019-05-25,199,1569
B02512,2019-05-26,177,1749
B02512,2019-05-27,197,1821
B02598,2019-05-21,145,771
B02598,2019-05-22,164,929
B02598,2019-05-23,166,929
B02598,2019-05-24,176,1005
B02598,2019-05-25,193,1088
B02598,2019-05-26,203,1172
B02598,2019-05-27,212,1267
B02617,2019-05-21,98,470
B02617,2019-05-22,108,598
B02617,2019-05-23,111,552
B02617,2019-05-24,133,644
B02617,2019-05-25,139,734
B02617,2019-05-26,147,785
B02617,2019-05-27,164,835
B02512,2019-05-28,195,1090
B02512,2019-05-29,218,1261
B02512,2019-05-30,227,990
B02512,2019-05-31,204,1479
B02512,2019-06-01,205,1568
B02512,2019-06-02,173,1677
B02512,2019-06-03,180,1837
B02598,2019-05-28,153,794
B02598,2019-05-29,159,892
B02598,2019-05-30,173,910
B02598,2019-05-31,185,1047
B02598,2019-06-01,191,1058
B02598,2019-06-02,207,1189
B02598,2019-06-03,217,1325
B02617,2019-05-28,108,461
B02617,2019-05-29,102,536
B02617,2019-05-30,128,590
B02617,2019-05-31,120,629
B02617,2019-06-01,136,691
B02617,2019-06-02,142,705
B02617,2019-06-03,164,798
B02512,2019-06-04,199,1173
B02512,2019-06-05,232,1197
B02512,2019-06-06,231,982
B02512,2019-06-07,208,1534
B02512,2019-06-08,193,1614
B02512,2019-06-09,176,1673
B02512,2019-06-10,191,1750
B02598,2019-06-04,140,753
B02598,2019-06-05,161,891
B02598,2019-06-06,173,970
B02598,2019-06-07,182,1003
B02598,2019-06-08,184,1063
B02598,2019-06-09,192,1169
B02598,2019-06-10,215,1347
B02617,2019-06-04,94,540
B02617,2019-06-05,106,551
B02617,2019-06-06,129,649
B02617,2019-06-07,131,659
B02617,2019-06-08,130,659
B02617,2019-06-09,152,761
B02617,2019-06-10,164,789
B02512,2019-06-11,195,1180
B02512,2019-06-12,228,1180
B02512,2019-06-13,220,958
B02512,2019-06-14,207,1461
B02512,2019-06-15,191,1594
B02512,2019-06-16,177,1658
B02512,2019-06-17,188,1760
B02598,2019-06-11,146,835
B02598,2019-06-12,164,923
B02598,2019-06-13,176,987
B02598,2019-06-14,189,994
B02598,2019-06-15,183,1140
B02598,2019-06-16,208,1166
B02598,2019-06-17,210,1264
B02617,2019-06-11,108,544
B02617,2019-06-12,105,537
B02617,2019-06-13,124,602
B02617,2019-06-14,123,644
B02617,2019-06-15,145,685
B02617,2019-06-16,147,701
B02617,2019-06-17,153,751
B02512,2019-06-18,192,1146
B02512,2019-06-19,221,1217
B02512,2019-06-20,224,1042
B02512,2019-06-21,205,1475
B02512,2019-06-22,202,1617
B02512,2019-06-23,176,1668
B02512,2019-06-24,198,1806
B02598,2019-06-18,148,791
B02598,2019-06-19,150,946
B02598,2019-06-20,172,915
B02598,2019-06-21,170,1044
B02598,2019-06-22,181,1148
B02598,2019-06-23,201,1204
B02598,2019-06-24,205,1281
B02617,2019-06-18,104,480
B02617,2019-06-19,111,510
B02617,2019-06-20,125,626
B02617,2019-06-21,133,628
B02617,2019-06-22,139,677
B02617,2019-06-23,141,767
B02617,2019-06-24,158,784
B02512,2019-06-25,185,1147
B02512,2019-06-26,224,1191
B02512,2019-06-27,221,980
B02512,2019-06-28,205,1531
B02512,2019-06-29,193,1643
B02512,2019-06-30,184,1680
B02512,2019-07-01,186,1762
B02598,2019-06-25,154,751
B02598,2019-06-26,163,911
B02598,2019-06-27,173,980
B02598,2019-06-28,178,961
B02598,2019-06-29,192,1113
B02598,2019-06-30,196,1196
B02598,2019-07-01,215,1252
B02617,2019-06-25,97,514
B02617,2019-06-26,119,564
B02617,2019-06-27,128,623
B02617,2019-06-28,128,696
B02617,2019-06-29,143,653
B02617,2019-06-30,153,713
B02617,2019-07-01,154,770
B02512,2019-07-02,189,1098
B02512,2019-07-03,216,1269
B02512,2019-07-04,229,977
B02512,2019-07-05,213,1533
B02512,2019-07-06,205,1598
B02512,2019-07-07,183,1658
B02512,2019-07-08,192,1821
B02598,2019-07-02,150,832
B02598,2019-07-03,158,850
B02598,2019-07-04,161,933
B02598,2019-07-05,170,1048
B02598,2019-07-06,181,1094
B02598,2019-07-07,200,1180
B02598,2019-07-08,214,1340
B02617,2019-07-02,93,542
B02617,2019-07-03,114,561
B02617,2019-07-04,112,608
B02617,2019-07-05,138,606
B02617,2019-07-06,141,737
B02617,2019-07-07,150,734
B02617,2019-07-08,155,829
B02512,2019-07-09,193,1160
B02512,2019-07-10,218,1259
B02512,2019-07-11,231,958
B02512,2019-07-12,205,1539
B02512,2019-07-13,208,1609
B02512,2019-07-14,183,1728
B02512,2019-07-15,187,1790
B02598,2019-07-09,158,813
B02598,2019-07-10,168,884
B02598,2019-07-11,174,917
B02598,2019-07-12,174,963
B02598,2019-07-13,184,1109
B02598,2019-07-14,200,1211
B02598,2019-07-15,206,1335
B02617,2019-07-09,109,505
B02617,2019-07-10,118,579
B02617,2019-07-11,110,567
B02617,2019-07-12,120,660
B02617,2019-07-13,146,707
B02617,2019-07-14,141,711
B02617,2019-07-15,168,822
B02512,2019-07-16,198,1130
B02512,2019-07-17,216,1184
B02512,2019-07-18,222,1021
B02512,2019-07-19,202,1529
B02512,2019-07-20,206,1624
B02512,2019-07-21,186,1717
B02512,2019-07-22,190,1762
B02598,2019-07-16,151,754
B02598,2019-07-17,152,912
B02598,2019-07-18,169,900
B02598,2019-07-19,175,976
B02598,2019-07-20,198,1124
B02598,2019-07-21,201,1241
B02598,2019-07-22,213,1259
B02617,2019-07-16,100,501
B02617,2019-07-17,101,522
B02617,2019-07-18,124,598
B02617,2019-07-19,132,635
B02617,2019-07-20,146,746
B02617,2019-07-21,143,727
B02617,2019-07-22,161,769
B02512,2019-07-23,198,1149
B02512,2019-07-24,225,1225
B02512,2019-07-25,229,953
B02512,2019-07-26,216,1528
B02512,2019-07-27,206,1610
B02512,2019-07-28,173,1718
B02512,2019-07-29,198,1766
B02598,2019-07-23,145,753
B02598,2019-07-24,164,860
B02598,2019-07-25,170,911
B02598,2019-07-26,176,1039
B02598,2019-07-27,182,1077
B02598,2019-07-28,200,1215
B02598,2019-07-29,214,1318
B02617,2019-07-23,109,532
B02617,2019-07-24,107,568
B02617,2019-07-25,110,563
B02617,2019-07-26,129,667
B02617,2019-07-27,140,707
B02617,2019-07-28,155,754
B02617,2019-07-29,160,765
B02512,2019-07-30,180,1149
B02512,2019-07-31,228,1197
B02512,2019-08-01,223,1047
B02512,2019-08-02,207,1528
B02512,2019-08-03,199,1617
B02512,2019-08-04,170,1712
B02512,2019-08-05,199,1790
B02598,2019-07-30,142,835
B02598,2019-07-31,166,868
B02598,2019-08-01,163,925
B02598,2019-08-02,177,999
B02598,2019-08-03,185,1146
B02598,2019-08-04,205,1187
B02598,2019-08-05,206,1301
B02617,2019-07-30,103,485
B02617,2019-07-31,117,504
B02617,2019-08-01,128,598
B02617,2019-08-02,123,623
B02617,2019-08-03,138,693
B02617,2019-08-04,156,716
B02617,2019-08-05,158,846
B02512,2019-08-06,197,1113
B02512,2019-08-07,219,1248
B02512,2019-08-08,227,1010
B02512,2019-08-09,212,1519
B02512,2019-08-10,206,1588
B02512,2019-08-11,185,1652
B02512,2019-08-12,191,1819
B02598,2019-08-06,152,810
B02598,2019-08-07,158,862
B02598,2019-08-08,163,926
B02598,2019-08-09,175,1046
B02598,2019-08-10,189,1066
B02598,2019-08-11,209,1215
B02598,2019-08-12,216,1320
B02617,2019-08-06,101,530
B02617,2019-08-07,106,593
B02617,2019-08-08,128,629
B02617,2019-08-09,121,688
B02617,2019-08-10,142,722
B02617,2019-08-11,148,798
B02617,2019-08-12,164,816
B02512,2019-08-13,188,1089
B02512,2019-08-14,221,1249
B02512,2019-08-15,228,1012
B02512,2019-08-16,219,1492
B02512,2019-08-17,200,1578
B02512,2019-08-18,182,1660
B02512,2019-08-19,184,1757
B02598,2019-08-13,148,760
B02598,2019-08-14,155,914
B02598,2019-08-15,171,965
B02598,2019-08-16,177,977
B02598,2019-08-17,189,1060
B02598,2019-08-18,193,1183
B02598,2019-08-19,212,1311
B02617,2019-08-13,90,539
B02617,2019-08-14,104,568
B02617,2019-08-15,126,634
B02617,2019-08-16,123,640
B02617,2019-08-17,147,749
B02617,2019-08-18,152,705
B02617,2019-08-19,152,783
B02512,2019-08-20,195,1105
B02512,2019-08-21,220,1213
B02512,2019-08-22,239,1019
B02512,2019-08-23,212,1521
B02512,2019-08-24,192,1629
B02512,2019-08-25,178,1695
B02512,2019-08-26,181,1808
B02598,2019-08-20,149,767
B02598,2019-08-21,159,886
B02598,2019-08-22,161,935
B02598,2019-08-23,174,970
B02598,2019-08-24,197,1122
B02598,2019-08-25,193,1162
B02598,2019-08-26,218,1300
B02617,2019-08-20,105,461
B02617,2019-08-21,101,555
B02617,2019-08-22,126,561
B02617,2019-08-23,137,691
B02617,2019-08-24,140,749
B02617,2019-08-25,155,756
B02617,2019-08-26,154,815
B02512,2019-08-27,190,1127
B02512,2019-08-28,229,1208
B02512,2019-08-29,237,970
B02512,2019-08-30,216,1504
B02512,2019-08-31,198,1648
B02512,2019-09-01,184,1689
B02512,2019-09-02,182,1784
B02598,2019-08-27,153,755
B02598,2019-08-28,156,874
B02598,2019-08-29,167,905
B02598,2019-08-30,182,1020
B02598,2019-08-31,189,1119
B02598,2019-09-01,195,1151
B02598,2019-09-02,211,1274
B02617,2019-08-27,103,524
B02617,2019-08-28,105,539
B02617,2019-08-29,110,643
B02617,2019-08-30,136,616
B02617,2019-08-31,136,659
B02617,2019-09-01,159,703
B02617,2019-09-02,150,840
B02512,2019-09-03,189,1155
B02512,2019-09-04,234,1196
B02512,2019-09-05,231,965
B02512,2019-09-06,218,1547
B02512,2019-09-07,196,1585
B02512,2019-09-08,180,1652
B02512,2019-09-09,190,1809
B02598,2019-09-03,145,753
B02598,2019-09-04,166,864
B02598,2019-09-05,173,957
B02598,2019-09-06,185,960
B02598,2019-09-07,183,1091
B02598,2019-09-08,203,1190
B02598,2019-09-09,202,1335
B02617,2019-09-03,99,502
B02617,2019-09-04,102,572
B02617,2019-09-05,120,597
B02617,2019-09-06,122,658
B02617,2019-09-07,130,658
B02617,2019-09-08,158,727
B02617,2019-09-09,162,825
B02512,2019-09-10,181,1124
B02512,2019-09-11,229,1274
B02512,2019-09-12,232,994
B02512,2019-09-13,213,1498
B02512,2019-09-14,192,1642
B02512,2019-09-15,172,1671
B02512,2019-09-16,196,1825
B02598,2019-09-10,153,827
B02598,2019-09-11,166,947
B02598,2019-09-12,172,997
B02598,2019-09-13,184,957
B02598,2019-09-14,191,1116
B02598,2019-09-15,202,1201
B02598,2019-09-16,202,1280
B02617,2019-09-10,94,522
B02617,2019-09-11,101,551
B02617,2019-09-12,111,640
B02617,2019-09-13,134,663
B02617,2019-09-14,135,715
B02617,2019-09-15,147,776
B02617,2019-09-16,160,796
